cartodb_id,the_geom,gisjoin,total,cnty_trct,tracta,countya,statea,name,county,state,year,field_2,otherunspecified,africanlanguages,hebrew,arabic,hungarian,othernorthamericanindian,navajo,otherpacificisland,tagalog,otherasian,vietnamese,laotian,thai,hmong,mon_khmer,korean,japanese,chinese,otherindo_european,otherindic,urdu,hindi,gujarati,persian,armenian,otherslavic,serbo_croatian,polish,russian,greek,scandinavian,otherwestgermanic,yiddish,german,portuguese,italian,frenchcreole,french,spanish,onlyenglish
1318,,3600610022600,3754,6122600,22600,61,36,"Census Tract 226, New York County, New York",New York County,New York,2010-2014,,0,0.007,0,0.006,0,0,0,0,0.002,0.013,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.064,0.122,0.771
1319,,3600610022700,5218,6122700,22700,61,36,"Census Tract 227, New York County, New York",New York County,New York,2010-2014,,0,0.014,0,0,0.011,0,0,0,0.004,0,0,0,0,0,0,0,0,0.004,0,0,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0.005,0.002,0,0.001,0.03,0.308,0.616
1320,,3600610022800,5367,6122800,22800,61,36,"Census Tract 228, New York County, New York",New York County,New York,2010-2014,,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.002,0,0.007,0,0.008,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.007,0.004,0.02,0.14,0.791
1321,,3600610022900,7914,6122900,22900,61,36,"Census Tract 229, New York County, New York",New York County,New York,2010-2014,,0,0.009,0,0.008,0,0,0,0,0.008,0.002,0,0,0,0,0,0,0,0,0.007,0,0,0.002,0,0,0,0,0.004,0.001,0.001,0,0,0,0,0.004,0.004,0,0.002,0.005,0.491,0.451
1322,,3600610023000,8614,6123000,23000,61,36,"Census Tract 230, New York County, New York",New York County,New York,2010-2014,,0,0.022,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.004,0,0,0,0.002,0,0,0,0,0.003,0,0,0,0,0,0,0,0.007,0.034,0.213,0.707
1323,,3600610023100,6090,6123100,23100,61,36,"Census Tract 231, New York County, New York",New York County,New York,2010-2014,,0,0.018,0,0.006,0.009,0,0,0,0.002,0,0,0,0,0,0,0.002,0,0.006,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.021,0,0.005,0.022,0.035,0.347,0.524
1324,,3600610023200,7934,6123200,23200,61,36,"Census Tract 232, New York County, New York",New York County,New York,2010-2014,,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.002,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.229,0.651
1325,,3600610023300,6255,6123300,23300,61,36,"Census Tract 233, New York County, New York",New York County,New York,2010-2014,,0,0.029,0,0.016,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0.009,0,0.002,0,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0.002,0,0.006,0.016,0.025,0.433,0.437
1326,,3600610023400,4881,6123400,23400,61,36,"Census Tract 234, New York County, New York",New York County,New York,2010-2014,,0,0.041,0,0,0,0,0,0,0.003,0,0.002,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.002,0,0,0.007,0,0.004,0.039,0.261,0.625
1327,,3600610023501,6099,6123501,23501,61,36,"Census Tract 235.01, New York County, New York",New York County,New York,2010-2014,,0,0.095,0,0.01,0,0,0,0,0.013,0,0.002,0,0,0,0,0.004,0,0,0,0.008,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.003,0.001,0.026,0.323,0.51
1328,,3600610023502,1596,6123502,23502,61,36,"Census Tract 235.02, New York County, New York",New York County,New York,2010-2014,,0,0.024,0.006,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.003,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.082,0.114,0.719
1329,,3600610023600,6563,6123600,23600,61,36,"Census Tract 236, New York County, New York",New York County,New York,2010-2014,,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.16,0.737
1330,,3600610023700,7248,6123700,23700,61,36,"Census Tract 237, New York County, New York",New York County,New York,2010-2014,,0,0.006,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.014,0.011,0.526,0.431
1331,,3600610023801,9030,6123801,23801,61,36,"Census Tract 238.01, New York County, New York",New York County,New York,2010-2014,,0.005,0.005,0,0.035,0,0.005,0,0,0,0.019,0,0,0,0,0,0.041,0.011,0.127,0.017,0.018,0,0.025,0,0,0.007,0.014,0.002,0,0.055,0,0.001,0.005,0.002,0.019,0.025,0.007,0,0.025,0.141,0.39
1332,,3600610023802,2268,6123802,23802,61,36,"Census Tract 238.02, New York County, New York",New York County,New York,2010-2014,,0,0,0.041,0.012,0,0.004,0,0,0.019,0.005,0,0,0,0,0,0.015,0.01,0.029,0.009,0.004,0.01,0,0,0.007,0,0.014,0,0.019,0.015,0.003,0.015,0,0,0.012,0,0.03,0,0.038,0.138,0.552
1333,,3600610023900,2446,6123900,23900,61,36,"Census Tract 239, New York County, New York",New York County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.011,0,0.1,0.018,0.411,0.414
1334,,3600610024000,1580,6124000,24000,61,36,"Census Tract 240, New York County, New York",New York County,New York,2010-2014,,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.006,0.004,0.008,0,0,0,0,0,0,0,0.015,0.004,0,0,0,0.025,0,0.007,0.007,0,0.017,0.288,0.603
1335,,3600610024100,7189,6124100,24100,61,36,"Census Tract 241, New York County, New York",New York County,New York,2010-2014,,0.009,0.01,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0,0,0.003,0.006,0.002,0.002,0,0,0,0,0,0,0,0.004,0.004,0,0,0.012,0,0.005,0,0.004,0.023,0.006,0.516,0.387
1336,,3600610024200,3479,6124200,24200,61,36,"Census Tract 242, New York County, New York",New York County,New York,2010-2014,,0,0.014,0.001,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.011,0,0.009,0,0.003,0,0,0,0,0,0,0,0,0,0,0.002,0,0.005,0,0,0.006,0.442,0.493
1337,,3600610024301,4016,6124301,24301,61,36,"Census Tract 243.01, New York County, New York",New York County,New York,2010-2014,,0,0.04,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.01,0,0,0.003,0.011,0.426,0.501
1338,,3600610024302,6121,6124302,24302,61,36,"Census Tract 243.02, New York County, New York",New York County,New York,2010-2014,,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.012,0.392,0.546
1339,,3600610024500,14718,6124500,24500,61,36,"Census Tract 245, New York County, New York",New York County,New York,2010-2014,,0,0.001,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0.003,0,0,0,0.004,0.788,0.194
1340,,3600610024700,7200,6124700,24700,61,36,"Census Tract 247, New York County, New York",New York County,New York,2010-2014,,0.002,0.008,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0.02,0.003,0,0,0,0.001,0,0,0,0,0,0.002,0,0,0,0,0.008,0,0.001,0,0.003,0.683,0.246
1341,,3600610024900,1113,6124900,24900,61,36,"Census Tract 249, New York County, New York",New York County,New York,2010-2014,,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.003,0,0,0.615,0.362
1342,,3600610025100,2518,6125100,25100,61,36,"Census Tract 251, New York County, New York",New York County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.011,0.001,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.013,0.651,0.312
1343,,3600610025300,10800,6125300,25300,61,36,"Census Tract 253, New York County, New York",New York County,New York,2010-2014,,0,0.001,0.005,0.003,0,0,0,0,0,0.001,0,0,0.001,0,0,0.008,0,0.006,0,0,0,0,0.004,0,0,0.003,0,0,0,0,0,0,0,0,0.002,0.002,0,0.006,0.737,0.223
1344,,3600610025500,5140,6125500,25500,61,36,"Census Tract 255, New York County, New York",New York County,New York,2010-2014,,0,0,0.001,0.008,0,0,0,0,0.028,0,0,0,0.001,0,0,0.006,0.007,0.027,0.005,0.003,0.005,0,0,0.001,0,0,0,0,0.024,0.003,0.004,0,0,0.002,0,0.003,0.007,0.009,0.267,0.588
1345,,3600610025700,4116,6125700,25700,61,36,"Census Tract 257, New York County, New York",New York County,New York,2010-2014,,0,0.013,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0.005,0.007,0.026,0,0.004,0,0.011,0,0,0,0.004,0,0,0.006,0,0,0,0,0.021,0,0.014,0.04,0.052,0.16,0.626
1346,,3600610025900,3835,6125900,25900,61,36,"Census Tract 259, New York County, New York",New York County,New York,2010-2014,,0.002,0.014,0.009,0.023,0,0,0,0.002,0.011,0,0,0,0,0,0,0.01,0,0.024,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0.004,0.006,0.043,0.273,0.57
1347,,3600610026100,12872,6126100,26100,61,36,"Census Tract 261, New York County, New York",New York County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.015,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.001,0.004,0,0.849,0.112
1348,,3600610026300,8837,6126300,26300,61,36,"Census Tract 263, New York County, New York",New York County,New York,2010-2014,,0.004,0,0.002,0,0,0,0,0,0.003,0.002,0,0,0,0,0,0,0,0.006,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.005,0,0,0.796,0.178
1349,,3600610026500,7169,6126500,26500,61,36,"Census Tract 265, New York County, New York",New York County,New York,2010-2014,,0,0.015,0,0.02,0,0,0,0,0,0.003,0.003,0,0,0,0,0,0.011,0.006,0,0,0.004,0,0,0.003,0,0.003,0,0,0.014,0.008,0.002,0,0,0.005,0,0.002,0.009,0.011,0.584,0.298
1350,,3600610026700,2194,6126700,26700,61,36,"Census Tract 267, New York County, New York",New York County,New York,2010-2014,,0,0,0.058,0,0,0,0,0,0,0,0,0,0.023,0,0.003,0.003,0.003,0.003,0,0.003,0,0,0,0,0,0,0,0,0.005,0.07,0,0,0,0,0,0,0,0.003,0.402,0.422
1351,,3600610026900,8764,6126900,26900,61,36,"Census Tract 269, New York County, New York",New York County,New York,2010-2014,,0,0,0.014,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.002,0.004,0,0.856,0.117
1352,,3600610027100,8831,6127100,27100,61,36,"Census Tract 271, New York County, New York",New York County,New York,2010-2014,,0,0,0.006,0,0,0,0,0,0,0.008,0,0,0,0,0,0.001,0,0.006,0,0,0,0,0,0,0,0,0,0,0.029,0.007,0.002,0,0,0.019,0,0,0,0.007,0.637,0.277
1353,,3600610027300,6519,6127300,27300,61,36,"Census Tract 273, New York County, New York",New York County,New York,2010-2014,,0,0,0.018,0,0,0,0,0,0.002,0,0,0,0,0,0,0.005,0.002,0.013,0,0,0,0,0.004,0,0,0,0.006,0,0.044,0.006,0,0.003,0,0.008,0.004,0.005,0,0.014,0.281,0.584
1354,,3600610027500,3258,6127500,27500,61,36,"Census Tract 275, New York County, New York",New York County,New York,2010-2014,,0,0,0.002,0,0.007,0,0,0,0.013,0,0,0,0,0,0,0.021,0.014,0.015,0.037,0,0,0,0.003,0,0,0,0.005,0.006,0.002,0.001,0,0,0.003,0.015,0,0.013,0,0.003,0.21,0.63
1355,,3600610027700,7477,6127700,27700,61,36,"Census Tract 277, New York County, New York",New York County,New York,2010-2014,,0,0,0.002,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.002,0.004,0,0,0,0.007,0.772,0.201
1356,,3600610027900,10661,6127900,27900,61,36,"Census Tract 279, New York County, New York",New York County,New York,2010-2014,,0,0,0.008,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0.005,0.002,0,0,0,0,0,0.002,0,0,0,0,0.023,0.002,0,0,0,0.003,0.003,0,0,0.003,0.715,0.229
1357,,3600610028100,2731,6128100,28100,61,36,"Census Tract 281, New York County, New York",New York County,New York,2010-2014,,0.002,0.004,0.015,0.022,0,0.008,0,0,0.005,0,0,0,0,0,0,0.008,0,0.007,0.004,0,0,0,0.008,0.004,0,0.006,0.008,0,0.024,0.017,0.012,0.008,0.002,0.006,0,0.007,0,0.003,0.095,0.725
1358,,3600610028300,7654,6128300,28300,61,36,"Census Tract 283, New York County, New York",New York County,New York,2010-2014,,0.006,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0.005,0.002,0.023,0.001,0,0,0,0,0,0.006,0,0,0.008,0.003,0.037,0,0.001,0.002,0.008,0.001,0,0,0.008,0.638,0.238
1359,,3600610028500,7383,6128500,28500,61,36,"Census Tract 285, New York County, New York",New York County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.003,0,0,0,0.815,0.171
1360,,3600610028700,4008,6128700,28700,61,36,"Census Tract 287, New York County, New York",New York County,New York,2010-2014,,0,0,0.006,0.026,0,0,0,0,0.003,0.001,0.003,0,0,0,0,0,0.006,0.005,0,0.004,0,0,0,0,0,0,0,0,0.005,0,0,0.002,0,0,0.002,0.004,0,0.004,0.57,0.358
1361,,3600610029100,11486,6129100,29100,61,36,"Census Tract 291, New York County, New York",New York County,New York,2010-2014,,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0.11
1362,,3600610029300,8416,6129300,29300,61,36,"Census Tract 293, New York County, New York",New York County,New York,2010-2014,,0,0.006,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.005,0,0,0.002,0.861,0.099
1363,,3600610029500,8054,6129500,29500,61,36,"Census Tract 295, New York County, New York",New York County,New York,2010-2014,,0,0.003,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.005,0,0.005,0,0,0,0,0,0,0,0,0,0.015,0.004,0.002,0,0,0,0.011,0.002,0.006,0,0.002,0.605,0.337
1364,,3600610029700,42,6129700,29700,61,36,"Census Tract 297, New York County, New York",New York County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1365,,3600610029900,4046,6129900,29900,61,36,"Census Tract 299, New York County, New York",New York County,New York,2010-2014,,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0.728,0.258
1366,,3600610030300,4043,6130300,30300,61,36,"Census Tract 303, New York County, New York",New York County,New York,2010-2014,,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0.005,0.002,0,0,0,0.001,0.01,0,0.001,0,0.005,0,0.004,0,0.003,0.559,0.403
1367,,3600610030700,3273,6130700,30700,61,36,"Census Tract 307, New York County, New York",New York County,New York,2010-2014,,0,0,0,0.003,0,0,0,0,0.006,0.002,0,0,0,0,0,0.004,0.005,0,0,0,0,0,0,0,0,0.017,0,0,0,0.003,0,0,0,0.02,0,0,0,0.006,0.25,0.683
1368,,3600610030900,8704,6130900,30900,61,36,"Census Tract 309, New York County, New York",New York County,New York,2010-2014,,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.002,0.664,0.317
1369,,3600610031703,7318,6131703,31703,61,36,"Census Tract 317.03, New York County, New York",New York County,New York,2010-2014,,0,0,0.007,0,0,0,0,0,0.005,0,0.005,0,0,0,0,0.014,0.005,0.043,0.006,0,0.004,0.008,0.007,0.005,0,0.005,0,0,0.028,0.011,0.002,0,0,0.015,0.016,0.015,0,0.014,0.08,0.705
1370,,3600610031704,5902,6131704,31704,61,36,"Census Tract 317.04, New York County, New York",New York County,New York,2010-2014,,0.008,0,0.021,0,0.005,0,0,0,0.01,0,0.003,0,0,0,0,0.025,0.024,0.079,0.003,0.001,0,0.007,0,0.008,0,0,0,0.002,0.022,0,0,0.004,0.002,0,0.002,0.018,0,0.025,0.121,0.612
1371,,3600810000100,5534,81100,100,81,36,"Census Tract 1, Queens County, New York",Queens County,New York,2010-2014,,0.009,0,0.02,0.007,0.001,0,0,0.007,0.005,0.013,0,0,0.003,0,0,0.038,0.008,0.067,0.005,0.012,0,0,0,0,0,0.018,0,0.021,0.028,0.01,0.016,0,0,0.011,0.015,0.008,0,0.04,0.056,0.583
1372,,3600810000200,3108,81200,200,81,36,"Census Tract 2, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.003,0,0,0,0,0.005,0,0.025,0,0,0,0,0,0,0.126,0.002,0.04,0.011,0.01,0,0,0,0,0,0.023,0,0,0,0,0,0.009,0,0,0,0.01,0.502,0.235
1373,,3600810000400,4655,81400,400,81,36,"Census Tract 4, Queens County, New York",Queens County,New York,2010-2014,,0,0.024,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.002,0,0.15,0,0.021,0.01,0.008,0,0,0,0,0,0.008,0,0.008,0,0,0.002,0.002,0.004,0,0,0.006,0.373,0.371
1374,,3600810000600,3466,81600,600,81,36,"Census Tract 6, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.016,0,0.01,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0.003,0,0.002,0,0,0,0,0,0.003,0.003,0.444,0.418
1375,,3600810000700,4920,81700,700,81,36,"Census Tract 7, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.015,0,0,0,0,0,0.036,0,0,0,0.008,0,0,0.035,0.02,0.033,0,0.01,0,0,0,0.005,0,0.005,0,0,0.005,0.005,0,0,0,0.044,0.033,0.014,0,0.014,0.13,0.588
1376,,3600810000800,3448,81800,800,81,36,"Census Tract 8, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.021,0.003,0,0,0.002,0.017,0,0,0,0.001,0,0,0.001,0,0.05,0,0.02,0.007,0,0,0,0,0,0,0.009,0,0,0,0,0,0.002,0,0.006,0.003,0,0.526,0.331
1377,,3600810001000,3141,811000,1000,81,36,"Census Tract 10, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0.01,0.011,0,0,0,0,0,0.003,0,0,0.076,0.003,0.039,0.014,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0.509,0.321
1378,,3600810001200,4246,811200,1200,81,36,"Census Tract 12, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.01,0,0,0,0,0.034,0.01,0,0,0,0,0,0.008,0,0.032,0,0.027,0.025,0,0,0,0,0,0,0.058,0,0.002,0,0,0,0,0,0.013,0,0.002,0.491,0.289
1379,,3600810001400,3569,811400,1400,81,36,"Census Tract 14, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.003,0.011,0,0,0,0.005,0,0,0,0,0,0,0,0,0.03,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.004,0,0.004,0,0,0.59,0.341
1380,,3600810001600,2968,811600,1600,81,36,"Census Tract 16, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.065,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0.021,0,0.011,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0.017,0,0,0.558,0.236
1381,,3600810001800,3055,811800,1800,81,36,"Census Tract 18, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.024,0.012,0,0,0,0,0,0.004,0,0.05,0.004,0.041,0,0,0.006,0,0,0.002,0,0,0.003,0,0,0,0,0.002,0,0.002,0,0.007,0.493,0.352
1382,,3600810001900,1295,811900,1900,81,36,"Census Tract 19, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.02,0.01,0.08,0,0,0,0,0,0,0,0.034,0,0,0.004,0.013,0,0,0.004,0.036,0.004,0,0,0.012,0.187,0.592
1383,,3600810002000,1706,812000,2000,81,36,"Census Tract 20, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.025,0,0,0,0,0.031,0.003,0,0,0,0,0,0,0,0.115,0.009,0.021,0.016,0.002,0,0,0.003,0,0,0.003,0,0.004,0,0,0,0.018,0,0.003,0,0,0.481,0.265
1384,,3600810002200,1856,812200,2200,81,36,"Census Tract 22, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.002,0,0,0,0,0.011,0,0.01,0,0,0,0,0.008,0,0.051,0.033,0.008,0,0,0,0,0,0.005,0.003,0.03,0,0.003,0,0,0,0,0,0.009,0,0.002,0.451,0.376
1385,,3600810002400,2247,812400,2400,81,36,"Census Tract 24, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.041,0,0,0,0,0.007,0.02,0,0,0,0,0,0,0,0.047,0.02,0.061,0.02,0,0,0,0,0,0,0.005,0,0.013,0,0.032,0,0,0,0,0,0.013,0.436,0.285
1386,,3600810002500,5987,812500,2500,81,36,"Census Tract 25, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.036,0.001,0.021,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.002,0.007,0,0.299,0.596
1387,,3600810002600,2239,812600,2600,81,36,"Census Tract 26, Queens County, New York",Queens County,New York,2010-2014,,0,0.037,0,0,0,0,0,0,0.006,0.019,0,0,0,0,0,0,0,0.063,0.014,0.024,0.02,0.006,0,0,0,0,0,0.024,0,0,0,0.004,0,0,0,0.002,0,0,0.488,0.293
1388,,3600810002800,2535,812800,2800,81,36,"Census Tract 28, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.061,0,0.021,0,0,0,0,0,0.017,0.009,0,0,0,0.005,0.004,0,0.01,0,0,0.431,0.439
1389,,3600810003000,1482,813000,3000,81,36,"Census Tract 30, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.024,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0.045,0.007,0.003,0,0.004,0,0,0,0.013,0,0.003,0,0,0,0,0,0,0,0.015,0,0,0.408,0.426
1390,,3600810003100,994,813100,3100,81,36,"Census Tract 31, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0.025,0.006,0.032,0,0,0,0,0,0,0.015,0,0,0.005,0,0,0,0,0.132,0.015,0,0.012,0.434,0.313
1391,,3600810003200,1459,813200,3200,81,36,"Census Tract 32, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.14,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.003,0,0,0.544,0.25
1392,,3600810003300,2532,813300,3300,81,36,"Census Tract 33, Queens County, New York",Queens County,New York,2010-2014,,0,0.009,0.005,0.028,0,0,0,0,0.042,0.005,0.002,0,0.012,0,0,0.072,0.022,0.061,0.004,0.149,0,0.002,0,0,0,0,0.007,0.005,0.002,0,0,0,0,0,0.018,0.002,0,0.015,0.301,0.237
1393,,3600810003400,1954,813400,3400,81,36,"Census Tract 34, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.023,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0.019,0.026,0.023,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.002,0.387,0.423
1394,,3600810003600,3166,813600,3600,81,36,"Census Tract 36, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.011,0,0,0,0,0.082,0.002,0,0,0,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0.003,0.01,0.016,0.236,0.433
1395,,3600810003800,2315,813800,3800,81,36,"Census Tract 38, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.01,0.013,0,0,0,0,0,0,0,0.037,0,0.036,0,0.007,0,0,0,0,0,0.019,0,0,0,0,0,0.002,0,0,0.012,0,0.419,0.445
1396,,3600810003900,1488,813900,3900,81,36,"Census Tract 39, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.033,0.003,0,0,0,0,0,0.003,0,0.004,0.003,0.043,0,0,0,0,0,0,0.032,0.004,0.019,0.005,0,0,0,0,0.013,0.017,0,0,0.519,0.3
1397,,3600810004001,1923,814001,4001,81,36,"Census Tract 40.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.035,0.014,0.014,0.053,0.001,0,0.005,0,0.016,0,0.042,0,0,0,0,0,0,0.021,0.028,0.013,0.003,0.458,0.289
1398,,3600810004002,1377,814002,4002,81,36,"Census Tract 40.02, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.007,0,0,0,0.022,0.009,0,0,0,0,0,0,0,0,0.007,0,0.215,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.021,0,0,0.26,0.454
1399,,3600810004200,4514,814200,4200,81,36,"Census Tract 42, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.008,0.006,0,0,0,0,0,0,0,0.027,0,0.28,0.004,0,0,0,0,0,0,0.014,0,0.003,0,0,0,0,0,0.02,0,0,0.331,0.308
1400,,3600810004300,2182,814300,4300,81,36,"Census Tract 43, Queens County, New York",Queens County,New York,2010-2014,,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0.016,0,0.01,0.004,0.462,0.472
1401,,3600810004401,3481,814401,4401,81,36,"Census Tract 44.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.344,0,0,0,0,0,0.005,0,0.014,0,0,0,0,0,0,0,0.018,0,0,0.264,0.337
1402,,3600810004500,3199,814500,4500,81,36,"Census Tract 45, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.003,0.053,0,0,0,0,0.003,0,0.014,0,0.008,0,0,0.007,0.012,0.052,0.052,0.007,0.027,0,0,0.003,0,0,0,0.011,0.007,0.021,0,0,0.004,0.002,0,0.003,0,0,0.188,0.522
1403,,3600810004700,3954,814700,4700,81,36,"Census Tract 47, Queens County, New York",Queens County,New York,2010-2014,,0,0.005,0,0.037,0,0,0,0,0,0.002,0,0,0,0,0,0.007,0,0.013,0.004,0.012,0.01,0.008,0,0,0,0,0,0.02,0.009,0.022,0,0.006,0,0,0.005,0.001,0,0.014,0.295,0.53
