cartodb_id,the_geom,gisjoin,total,cnty_trct,tracta,countya,statea,name,county,state,year,field_2,otherunspecified,africanlanguages,hebrew,arabic,hungarian,othernorthamericanindian,navajo,otherpacificisland,tagalog,otherasian,vietnamese,laotian,thai,hmong,mon_khmer,korean,japanese,chinese,otherindo_european,otherindic,urdu,hindi,gujarati,persian,armenian,otherslavic,serbo_croatian,polish,russian,greek,scandinavian,otherwestgermanic,yiddish,german,portuguese,italian,frenchcreole,french,spanish,onlyenglish
93,,3600050015900,1773,515900,15900,5,36,"Census Tract 159, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.13
94,,3600050016000,4127,516000,16000,5,36,"Census Tract 160, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0.021,0,0.003,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.015,0.012,0.01,0,0,0,0,0,0.06,0,0,0.244,0.602
95,,3600050016100,3820,516100,16100,5,36,"Census Tract 161, Bronx County, New York",Bronx County,New York,2010-2014,,0.026,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.015,0.535,0.376
96,,3600050016200,1881,516200,16200,5,36,"Census Tract 162, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.004,0.027,0,0,0,0,0,0,0,0,0,0,0.014,0,0.005,0,0.003,0,0.037,0,0,0.279,0.628
97,,3600050016300,69,516300,16300,5,36,"Census Tract 163, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.667
98,,3600050016400,844,516400,16400,5,36,"Census Tract 164, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.006,0.113,0.007,0.005,0.271,0.579
99,,3600050016500,1163,516500,16500,5,36,"Census Tract 165, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.501,0.402
100,,3600050016600,2236,516600,16600,5,36,"Census Tract 166, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.005,0.011,0,0,0,0,0,0,0,0.015,0.014,0.013,0.034,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.002,0.039,0,0.005,0.296,0.56
101,,3600050016700,2197,516700,16700,5,36,"Census Tract 167, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.355,0.474
102,,3600050016900,1409,516900,16900,5,36,"Census Tract 169, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.325,0.626
103,,3600050017100,1,517100,17100,5,36,"Census Tract 171, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,,3600050017300,6272,517300,17300,5,36,"Census Tract 173, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.045,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0.305
105,,3600050017500,6460,517500,17500,5,36,"Census Tract 175, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.023,0.522,0.415
106,,3600050017701,4089,517701,17701,5,36,"Census Tract 177.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.022,0.687,0.262
107,,3600050017702,5090,517702,17702,5,36,"Census Tract 177.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.012,0.625,0.213
108,,3600050017901,4337,517901,17901,5,36,"Census Tract 179.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.032,0.704,0.189
109,,3600050017902,3372,517902,17902,5,36,"Census Tract 179.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.214,0,0.014,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.013,0.563,0.189
110,,3600050018101,2801,518101,18101,5,36,"Census Tract 181.01, Bronx County, New York",Bronx County,New York,2010-2014,,0.004,0.053,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.047,0.441,0.427
111,,3600050018102,5372,518102,18102,5,36,"Census Tract 181.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0.001,0.005,0.058,0.521,0.288
112,,3600050018301,4048,518301,18301,5,36,"Census Tract 183.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.024,0.533,0.387
113,,3600050018302,3544,518302,18302,5,36,"Census Tract 183.02, Bronx County, New York",Bronx County,New York,2010-2014,,0.008,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.591,0.332
114,,3600050018400,3719,518400,18400,5,36,"Census Tract 184, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0,0,0.013,0,0,0.007,0,0,0,0,0,0.119,0,0,0.239,0.605
115,,3600050018500,6233,518500,18500,5,36,"Census Tract 185, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0.01,0.022,0.46,0.431
116,,3600050018900,7722,518900,18900,5,36,"Census Tract 189, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.013,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.63,0.284
117,,3600050019300,4896,519300,19300,5,36,"Census Tract 193, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.565,0.381
118,,3600050019400,2187,519400,19400,5,36,"Census Tract 194, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.011,0,0.043,0,0,0.494,0.425
119,,3600050019500,7055,519500,19500,5,36,"Census Tract 195, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.051,0,0,0,0.008,0,0,0,0.003,0.002,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.014,0.664,0.249
120,,3600050019700,6332,519700,19700,5,36,"Census Tract 197, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.129,0,0,0,0,0,0,0.003,0,0.003,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.6,0.208
121,,3600050019900,6964,519900,19900,5,36,"Census Tract 199, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.044,0.604,0.277
122,,3600050020000,4369,520000,20000,5,36,"Census Tract 200, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0.044,0,0,0,0,0.013,0.005,0.005,0,0.006,0,0.013,0,0,0.009,0,0.174,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.469,0.235
123,,3600050020100,3931,520100,20100,5,36,"Census Tract 201, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.009,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.018,0.024,0.631,0.263
124,,3600050020200,2063,520200,20200,5,36,"Census Tract 202, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.02,0.034,0,0,0.004,0,0,0,0,0.037,0.011,0.02,0.014,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.017,0.011,0.488,0.317
125,,3600050020400,2948,520400,20400,5,36,"Census Tract 204, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0.009,0,0,0.033,0,0.021,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0.499,0.353
126,,3600050020501,6054,520501,20501,5,36,"Census Tract 205.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.009,0.623,0.357
127,,3600050020502,1898,520502,20502,5,36,"Census Tract 205.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.03,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.006,0,0,0.022,0,0.47,0.467
128,,3600050020601,2640,520601,20601,5,36,"Census Tract 206.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.016,0,0.005,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.008,0.382,0.364
129,,3600050020900,4226,520900,20900,5,36,"Census Tract 209, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0.271
130,,3600050021001,8301,521001,21001,5,36,"Census Tract 210.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.043,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.028,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.008,0.256,0.652
131,,3600050021002,5768,521002,21002,5,36,"Census Tract 210.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.055,0,0,0,0,0,0.005,0.003,0,0,0,0.01,0,0,0.002,0,0,0,0.058,0,0.009,0,0,0,0.006,0,0,0,0,0,0,0,0,0.006,0,0.004,0.002,0.157,0.683
132,,3600050021100,5231,521100,21100,5,36,"Census Tract 211, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0.04,0.536,0.348
133,,3600050021200,4970,521200,21200,5,36,"Census Tract 212, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0.001,0,0,0,0,0.001,0.005,0,0,0,0,0,0.014,0,0,0,0.16,0.002,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.268,0.545
134,,3600050021301,1022,521301,21301,5,36,"Census Tract 213.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0.246
135,,3600050021302,5552,521302,21302,5,36,"Census Tract 213.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.122,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0.009,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.539,0.314
136,,3600050021501,3994,521501,21501,5,36,"Census Tract 215.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.074,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0.646,0.262
137,,3600050021502,5693,521502,21502,5,36,"Census Tract 215.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.03,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.002,0.624,0.341
138,,3600050021601,3709,521601,21601,5,36,"Census Tract 216.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.011,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.001,0,0.009,0.022,0.01,0.003,0.006,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.002,0,0.028,0.548,0.355
139,,3600050021602,5573,521602,21602,5,36,"Census Tract 216.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.028,0,0.038,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.006,0.004,0.26,0.478
140,,3600050021700,4731,521700,21700,5,36,"Census Tract 217, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.062,0,0.013,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0.001,0.003,0.026,0.476,0.41
141,,3600050021800,6378,521800,21800,5,36,"Census Tract 218, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.01,0,0,0,0,0,0.005,0,0,0,0,0,0,0.026,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.014,0.507,0.383
142,,3600050021900,1127,521900,21900,5,36,"Census Tract 219, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.028,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.884,0.074
143,,3600050022000,1815,522000,22000,5,36,"Census Tract 220, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.587,0.332
144,,3600050022101,3366,522101,22101,5,36,"Census Tract 221.01, Bronx County, New York",Bronx County,New York,2010-2014,,0.037,0.029,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.776,0.121
145,,3600050022102,4610,522102,22102,5,36,"Census Tract 221.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.016,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.009,0.744,0.178
146,,3600050022200,2744,522200,22200,5,36,"Census Tract 222, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.019,0,0.022,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.017,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0.461,0.395
147,,3600050022300,4738,522300,22300,5,36,"Census Tract 223, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.047,0,0.016,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.561,0.33
148,,3600050022401,2277,522401,22401,5,36,"Census Tract 224.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.022,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0.01,0.023,0.004,0.027,0,0,0,0,0,0.009,0,0.011,0.004,0,0,0,0,0,0,0.003,0,0.545,0.317
149,,3600050022403,3061,522403,22403,5,36,"Census Tract 224.03, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.02,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0.006,0.004,0,0.033,0,0,0,0,0,0,0.007,0,0,0.563,0.341
150,,3600050022404,3668,522404,22404,5,36,"Census Tract 224.04, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.017,0,0.029,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0.078,0.019,0.035,0.002,0,0,0,0.013,0.009,0.01,0.022,0,0,0,0.002,0,0,0.012,0.01,0.01,0.301,0.424
151,,3600050022500,7299,522500,22500,5,36,"Census Tract 225, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.032,0.648,0.257
152,,3600050022701,5378,522701,22701,5,36,"Census Tract 227.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.059,0,0.003,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.008,0.004,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.001,0.008,0.015,0.631,0.256
153,,3600050022702,1457,522702,22702,5,36,"Census Tract 227.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.143,0,0.009,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.023,0.489,0.319
154,,3600050022703,1771,522703,22703,5,36,"Census Tract 227.03, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.108,0,0,0,0,0,0,0.062,0.031,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.004,0.589,0.189
155,,3600050022800,5619,522800,22800,5,36,"Census Tract 228, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.05,0.002,0.007,0,0,0,0,0,0,0.048,0,0.007,0,0.017,0,0,0.003,0.057,0.022,0.015,0.025,0,0,0,0,0.003,0.013,0.008,0,0,0,0,0,0,0,0,0,0.413,0.31
156,,3600050022901,4817,522901,22901,5,36,"Census Tract 229.01, Bronx County, New York",Bronx County,New York,2010-2014,,0.003,0.075,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.035,0.529,0.351
157,,3600050022902,2912,522902,22902,5,36,"Census Tract 229.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.008,0.025,0.671,0.248
158,,3600050023000,3117,523000,23000,5,36,"Census Tract 230, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.009,0,0.054,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0.026,0.034,0.007,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.004,0.025,0,0,0.541,0.271
159,,3600050023100,1456,523100,23100,5,36,"Census Tract 231, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.021,0.535,0.302
160,,3600050023200,2604,523200,23200,5,36,"Census Tract 232, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0.035,0,0,0,0.011,0.033,0,0.005,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0.004,0.008,0.002,0.002,0.536,0.299
161,,3600050023301,4185,523301,23301,5,36,"Census Tract 233.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.074,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.657,0.256
162,,3600050023302,3030,523302,23302,5,36,"Census Tract 233.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.762,0.2
163,,3600050023501,3247,523501,23501,5,36,"Census Tract 235.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.003,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.004,0.812,0.156
164,,3600050023502,4300,523502,23502,5,36,"Census Tract 235.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.038,0,0.008,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.011,0.738,0.19
165,,3600050023600,1999,523600,23600,5,36,"Census Tract 236, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.024,0,0.048,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0.107,0.02,0.011,0,0,0,0,0,0.003,0,0,0.002,0,0,0,0,0,0.017,0,0,0.491,0.27
166,,3600050023702,1272,523702,23702,5,36,"Census Tract 237.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0.22
167,,3600050023703,4454,523703,23703,5,36,"Census Tract 237.03, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.011,0,0.009,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.006,0.696,0.272
168,,3600050023704,3293,523704,23704,5,36,"Census Tract 237.04, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.018,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.033,0.671,0.248
169,,3600050023800,2351,523800,23800,5,36,"Census Tract 238, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.004,0,0.005,0,0,0,0,0.002,0,0,0,0,0,0,0.003,0,0,0.021,0,0,0.003,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.028,0,0,0.561,0.37
170,,3600050023900,7439,523900,23900,5,36,"Census Tract 239, Bronx County, New York",Bronx County,New York,2010-2014,,0.005,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.694,0.244
171,,3600050024000,3997,524000,24000,5,36,"Census Tract 240, Bronx County, New York",Bronx County,New York,2010-2014,,0.005,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0.015,0.632,0.318
172,,3600050024100,5826,524100,24100,5,36,"Census Tract 241, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.069,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.005,0.666,0.257
173,,3600050024300,5217,524300,24300,5,36,"Census Tract 243, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.01,0.668,0.238
174,,3600050024400,2430,524400,24400,5,36,"Census Tract 244, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.005,0,0.012,0,0,0,0,0.013,0,0,0,0,0,0,0.007,0,0.009,0.047,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.054,0,0.003,0.4,0.445
175,,3600050024501,4821,524501,24501,5,36,"Census Tract 245.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.693,0.288
176,,3600050024502,3401,524502,24502,5,36,"Census Tract 245.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0.638,0.313
177,,3600050024600,2110,524600,24600,5,36,"Census Tract 246, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0.021,0,0,0,0,0,0.033,0,0.069,0,0,0,0,0,0,0.025,0.106,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.002,0.019,0,0.062,0,0,0.239,0.42
178,,3600050024700,1767,524700,24700,5,36,"Census Tract 247, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.151,0,0,0,0,0,0,0.008,0.012,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.379,0.4
179,,3600050024800,3392,524800,24800,5,36,"Census Tract 248, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.032,0.014,0.035,0,0,0,0,0,0,0.007,0.154,0,0,0,0,0,0,0.006,0.014,0,0.024,0.012,0,0,0.001,0.007,0,0.052,0,0,0.241,0.401
180,,3600050025000,2565,525000,25000,5,36,"Census Tract 250, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.012,0,0.016,0,0,0,0,0,0,0.028,0.244,0.021,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0.14,0,0,0.232,0.301
181,,3600050025100,5676,525100,25100,5,36,"Census Tract 251, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.051,0,0,0,0,0,0,0.005,0.005,0,0,0.003,0,0,0,0,0,0.009,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.58,0.281
182,,3600050025200,2390,525200,25200,5,36,"Census Tract 252, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.025,0.002,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0.021,0,0,0.014,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0.092,0,0,0.228,0.487
